"","rate","approx_cost.for.two.people.","online_order","book_table","votes","listed_in.type.","listed_in.city.","Cuisines_Categorical","Restaurant_type"
"3330",4,400,"No","No",213,"Delivery","Bellandur","Indian","Casual Dining"
"3331",3.7,300,"Yes","No",62,"Delivery","Bellandur","Indian","Quick Bites"
"3332",4.2,1100,"Yes","Yes",1383,"Delivery","Bellandur","Indian","Bar"
"3333",3.8,200,"Yes","No",42,"Delivery","Bellandur","Dessert","Quick Bites"
"3334",2.9,350,"Yes","No",89,"Delivery","Bellandur","Fast Food","Quick Bites"
"3335",2.9,500,"Yes","No",29,"Delivery","Bellandur","Asian","Delivery"
"3336",3.7,400,"Yes","No",182,"Delivery","Bellandur","Indian","Quick Bites"
"3337",4.1,350,"Yes","No",129,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3338",4,1200,"No","No",246,"Delivery","Bellandur","Indian","Casual Dining"
"3339",3.7,450,"Yes","No",34,"Delivery","Bellandur","Indian","Delivery"
"3340",3.2,600,"Yes","No",44,"Delivery","Bellandur","Bar Food","Quick Bites"
"3341",3.8,600,"Yes","No",376,"Delivery","Bellandur","Indian","Delivery"
"3342",3.6,300,"Yes","No",27,"Delivery","Bellandur","Indian","Quick Bites"
"3343",3.1,150,"Yes","No",25,"Delivery","Bellandur","Indian","Quick Bites"
"3344",3.9,1500,"Yes","Yes",392,"Delivery","Bellandur","Indian","Bar"
"3345",3.5,600,"Yes","No",11,"Delivery","Bellandur","Indian","Casual Dining"
"3346",3.1,350,"Yes","No",40,"Delivery","Bellandur","Indian","Quick Bites"
"3347",4.1,200,"Yes","No",33,"Delivery","Bellandur","Fast Food","Cafe"
"3348",2.9,550,"Yes","No",32,"Delivery","Bellandur","Indian","Casual Dining"
"3349",4.2,1700,"Yes","Yes",340,"Delivery","Bellandur","Indian","Casual Dining"
"3350",3,450,"Yes","No",9,"Delivery","Bellandur","Indian","Quick Bites"
"3351",2.9,900,"Yes","No",27,"Delivery","Bellandur","Fast Food","Cafe"
"3352",3.1,500,"Yes","No",8,"Delivery","Bellandur","Indian","Quick Bites"
"3353",3.6,400,"Yes","No",18,"Delivery","Bellandur","Indian","Quick Bites"
"3354",3.8,400,"Yes","No",54,"Delivery","Bellandur","Indian","Quick Bites"
"3355",3.6,250,"Yes","No",26,"Delivery","Bellandur","Indian","Quick Bites"
"3356",3.2,400,"Yes","No",127,"Delivery","Bellandur","Indian","Quick Bites"
"3357",3.6,600,"Yes","No",136,"Delivery","Bellandur","Fast Food","Bakery"
"3358",3.6,300,"Yes","No",11,"Delivery","Bellandur","Dessert","Bakery"
"3359",3.7,700,"Yes","No",31,"Delivery","Bellandur","Indian","Casual Dining"
"3360",4.1,1200,"Yes","Yes",322,"Delivery","Bellandur","Indian","Casual Dining"
"3361",4.1,800,"Yes","No",248,"Delivery","Bellandur","Asian","Casual Dining"
"3362",4.4,1400,"Yes","Yes",2182,"Delivery","Bellandur","Indian","Bar"
"3363",3,650,"Yes","No",137,"Delivery","Bellandur","Indian","Takeaway"
"3364",4.3,180,"Yes","No",324,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3365",4,400,"Yes","No",119,"Delivery","Bellandur","Fast Food","Beverage Shop"
"3366",3.8,650,"Yes","No",1972,"Delivery","Bellandur","Indian","Casual Dining"
"3367",3.7,250,"Yes","No",19,"Delivery","Bellandur","Indian","Quick Bites"
"3368",4,300,"Yes","No",57,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3369",2.9,300,"Yes","No",243,"Delivery","Bellandur","Indian","Quick Bites"
"3370",3.7,400,"Yes","No",48,"Delivery","Bellandur","Bar Food","Kiosk"
"3371",3.7,600,"Yes","No",19,"Delivery","Bellandur","Asian","Casual Dining"
"3372",4.2,1400,"Yes","Yes",7193,"Delivery","Bellandur","Indian","Microbrewery"
"3373",3.5,300,"Yes","No",11,"Delivery","Bellandur","Indian","Quick Bites"
"3374",3.7,500,"Yes","No",50,"Delivery","Bellandur","Indian","Casual Dining"
"3375",3.7,200,"Yes","No",39,"Delivery","Bellandur","Fast Food","Quick Bites"
"3376",3.8,300,"Yes","No",72,"Delivery","Bellandur","Dessert","Kiosk"
"3377",2.9,800,"Yes","No",182,"Delivery","Bellandur","Indian","Casual Dining"
"3378",3.6,400,"Yes","No",22,"Delivery","Bellandur","Dessert","Bakery"
"3379",3.9,800,"Yes","No",222,"Delivery","Bellandur","Indian","Casual Dining"
"3380",3.8,150,"Yes","No",116,"Delivery","Bellandur","Asian","Delivery"
"3381",4.2,1700,"Yes","No",793,"Delivery","Bellandur","American","Casual Dining"
"3382",3,500,"Yes","No",289,"Delivery","Bellandur","Bar Food","Casual Dining"
"3383",3.9,500,"Yes","No",337,"Delivery","Bellandur","Indian","Quick Bites"
"3384",4.1,1000,"Yes","Yes",3020,"Delivery","Bellandur","Indian","Casual Dining"
"3385",3.5,200,"Yes","No",9,"Delivery","Bellandur","Bar Food","Beverage Shop"
"3386",3.3,600,"Yes","No",56,"Delivery","Bellandur","Indian","Quick Bites"
"3387",3.8,300,"Yes","No",81,"Delivery","Bellandur","Dessert","Bakery"
"3388",4,500,"Yes","No",136,"Delivery","Bellandur","Dessert","Cafe"
"3389",3.6,400,"Yes","No",27,"Delivery","Bellandur","Dessert","Bakery"
"3390",3.4,250,"Yes","No",20,"Delivery","Bellandur","Indian","Delivery"
"3391",3.1,650,"Yes","No",9,"Delivery","Bellandur","Indian","Casual Dining"
"3392",3.6,700,"Yes","No",13,"Delivery","Bellandur","Indian","Casual Dining"
"3393",3.5,200,"Yes","No",8,"Delivery","Bellandur","Dessert","Bakery"
"3394",3.8,400,"Yes","No",37,"Delivery","Bellandur","European","Delivery"
"3395",4,1300,"Yes","Yes",387,"Delivery","Bellandur","Dessert","Cafe"
"3396",4,1300,"Yes","Yes",942,"Delivery","Bellandur","Indian","Pub"
"3397",3.7,750,"Yes","No",132,"Delivery","Bellandur","Indian","Casual Dining"
"3398",3.2,400,"Yes","No",4,"Delivery","Bellandur","Indian","Delivery"
"3399",3.4,150,"Yes","No",13,"Delivery","Bellandur","Middle Eastern","Quick Bites"
"3400",3.8,600,"No","No",368,"Delivery","Bellandur","Indian","Casual Dining"
"3401",3.8,300,"Yes","No",30,"Delivery","Bellandur","Indian","Quick Bites"
"3402",3.1,500,"Yes","No",13,"Delivery","Bellandur","Indian","Quick Bites"
"3403",3.3,300,"Yes","No",12,"Delivery","Bellandur","Indian","Quick Bites"
"3404",3.6,250,"Yes","No",13,"Delivery","Bellandur","Indian","Quick Bites"
"3405",3.5,600,"Yes","No",16,"Delivery","Bellandur","Indian","Casual Dining"
"3406",3.7,250,"Yes","No",48,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3407",3.6,500,"Yes","No",31,"Delivery","Bellandur","Indian","Bar"
"3408",2.8,500,"Yes","No",39,"Delivery","Bellandur","Fast Food","Quick Bites"
"3409",3,400,"Yes","No",8,"Delivery","Bellandur","Indian","Quick Bites"
"3410",3.7,450,"Yes","No",29,"Delivery","Bellandur","Fast Food","Quick Bites"
"3411",4.1,200,"No","No",83,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3412",3,400,"Yes","No",47,"Delivery","Bellandur","Indian","Quick Bites"
"3413",2.8,250,"Yes","No",20,"Delivery","Bellandur","Indian","Quick Bites"
"3414",3.6,500,"Yes","No",24,"Delivery","Bellandur","Dessert","Bakery"
"3415",3.7,200,"Yes","No",35,"Delivery","Bellandur","Dessert","Beverage Shop"
"3416",2.6,400,"Yes","No",42,"Delivery","Bellandur","Indian","Casual Dining"
"3417",3.3,900,"Yes","No",4,"Delivery","Bellandur","Asian","Casual Dining"
"3418",3.8,400,"Yes","No",174,"Delivery","Bellandur","Fast Food","Quick Bites"
"3419",4.3,750,"Yes","No",269,"Delivery","Bellandur","Dessert","Bakery"
"3420",3.8,600,"Yes","No",46,"Delivery","Bellandur","Indian","Casual Dining"
"3421",3.5,300,"Yes","No",9,"Delivery","Bellandur","Indian","Quick Bites"
"3422",3.7,500,"No","No",20,"Delivery","Bellandur","Dessert","Bakery"
"3423",3.8,750,"Yes","No",91,"Delivery","Bellandur","Indian","Casual Dining"
"3424",3.8,400,"Yes","No",60,"Delivery","Bellandur","Indian","Quick Bites"
"3425",3.2,400,"Yes","No",135,"Delivery","Bellandur","Indian","Quick Bites"
"3426",2.8,200,"Yes","No",32,"Delivery","Bellandur","Indian","Misc"
"3427",3.1,550,"Yes","No",9,"Delivery","Bellandur","Asian","Casual Dining"
"3428",3.8,200,"Yes","No",24,"Delivery","Bellandur","Indian","Quick Bites"
"3429",3.7,600,"Yes","No",31,"Delivery","Bellandur","Indian","Casual Dining"
"3430",3.3,300,"Yes","No",11,"Delivery","Bellandur","Indian","Quick Bites"
"3431",3.6,700,"Yes","No",484,"Delivery","Bellandur","Asian","Cafe"
"3432",4.3,600,"Yes","No",894,"Delivery","Bellandur","Bar Food","Cafe"
"3433",3.1,500,"Yes","No",15,"Delivery","Bellandur","Dessert","Bakery"
"3434",4,800,"Yes","No",600,"Delivery","Bellandur","Asian","Casual Dining"
"3435",3.6,250,"Yes","No",14,"Delivery","Bellandur","Indian","Quick Bites"
"3436",3,500,"No","No",88,"Delivery","Bellandur","Indian","Misc"
"3437",3.6,250,"Yes","No",30,"Delivery","Bellandur","Indian","Quick Bites"
"3438",3.7,1500,"Yes","Yes",37,"Delivery","Bellandur","Indian","Casual Dining"
"3439",3,500,"Yes","No",106,"Delivery","Bellandur","Indian","Casual Dining"
"3440",3.3,600,"Yes","No",7,"Delivery","Bellandur","Healthy Food","Quick Bites"
"3441",3.7,300,"Yes","No",25,"Delivery","Bellandur","Dessert","Food Court"
"3442",3.4,500,"Yes","No",6,"Delivery","Bellandur","Indian","Quick Bites"
"3443",3.6,200,"Yes","No",20,"Delivery","Bellandur","Indian","Delivery"
"3444",3.5,450,"Yes","No",43,"Delivery","Bellandur","Indian","Delivery"
"3445",2.7,330,"No","No",39,"Delivery","Bellandur","Mexican","Food Court"
"3446",3.2,250,"Yes","No",61,"Delivery","Bellandur","Indian","Quick Bites"
"3447",2.9,400,"Yes","No",65,"Delivery","Bellandur","Dessert","Bakery"
"3448",3.1,550,"Yes","No",117,"Delivery","Bellandur","Indian","Casual Dining"
"3449",3.7,600,"No","No",128,"Delivery","Bellandur","Fast Food","Bakery"
"3450",3.2,300,"No","No",9,"Delivery","Bellandur","Dessert","Beverage Shop"
"3451",3.7,300,"Yes","No",35,"Delivery","Bellandur","Fast Food","Beverage Shop"
"3452",3.4,350,"Yes","No",26,"Delivery","Bellandur","Indian","Quick Bites"
"3453",3.9,1400,"Yes","No",1240,"Delivery","Bellandur","Indian","Bar"
"3454",4.3,800,"Yes","No",149,"Delivery","Bellandur","Bar Food","Cafe"
"3455",3.2,150,"Yes","No",4,"Delivery","Bellandur","Fast Food","Quick Bites"
"3456",3.6,600,"No","No",336,"Delivery","Bellandur","Indian","Casual Dining"
"3457",3.1,300,"Yes","No",16,"Delivery","Bellandur","Indian","Quick Bites"
"3458",3.7,200,"No","No",23,"Delivery","Bellandur","Fast Food","Dessert Parlor"
"3459",3.2,300,"No","No",6,"Delivery","Bellandur","Indian","Mess"
"3460",3.7,100,"No","No",32,"Delivery","Bellandur","Fast Food","Quick Bites"
"3461",2.3,800,"No","No",131,"Delivery","Bellandur","Indian","Casual Dining"
"3462",3.3,200,"Yes","No",9,"Delivery","Bellandur","Dessert","Delivery"
"3463",3.7,550,"Yes","No",66,"Delivery","Bellandur","Indian","Casual Dining"
"3464",3.6,200,"Yes","No",11,"Delivery","Bellandur","Indian","Misc"
"3465",3.4,150,"Yes","No",7,"Delivery","Bellandur","Indian","Quick Bites"
"3466",3.8,200,"Yes","No",106,"Delivery","Bellandur","Indian","Takeaway"
"3467",2.8,500,"No","No",43,"Delivery","Bellandur","Indian","Quick Bites"
"3468",3.5,700,"No","No",95,"Delivery","Bellandur","Indian","Casual Dining"
"3469",3.5,700,"No","No",28,"Delivery","Bellandur","Indian","Casual Dining"
"3470",3.7,700,"Yes","No",94,"Delivery","Bellandur","Indian","Cafe"
"3471",3.6,300,"Yes","No",10,"Delivery","Bellandur","Indian","Quick Bites"
"3472",3.9,300,"Yes","No",20,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3473",2.9,500,"Yes","No",19,"Delivery","Bellandur","Dessert","Cafe"
"3474",3.6,300,"Yes","No",76,"Delivery","Bellandur","Indian","Delivery"
"3475",3.3,400,"Yes","No",35,"Delivery","Bellandur","Indian","Delivery"
"3476",3.5,200,"Yes","No",14,"Delivery","Bellandur","Indian","Quick Bites"
"3477",3.6,300,"No","No",27,"Delivery","Bellandur","Indian","Delivery"
"3478",3.8,500,"Yes","No",138,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3479",3.7,500,"Yes","No",500,"Delivery","Bellandur","Indian","Delivery"
"3480",3.3,700,"No","No",12,"Delivery","Bellandur","Indian","Casual Dining"
"3481",3,350,"Yes","No",21,"Delivery","Bellandur","Indian","Quick Bites"
"3482",3.5,500,"Yes","No",356,"Delivery","Bellandur","Indian","Delivery"
"3483",3.7,400,"No","No",23,"Delivery","Bellandur","Mexican","Food Court"
"3484",3.7,400,"Yes","No",31,"Delivery","Bellandur","Dessert","Bakery"
"3485",3,300,"No","No",6,"Delivery","Bellandur","Indian","Food Court"
"3486",3.4,200,"No","No",7,"Delivery","Bellandur","Indian","Quick Bites"
"3487",2.1,450,"No","No",337,"Delivery","Bellandur","Indian","Casual Dining"
"3488",2.7,600,"No","No",52,"Delivery","Bellandur","Indian","Delivery"
"3489",3.9,400,"Yes","No",36,"Delivery","Bellandur","Indian","Delivery"
"3490",4.2,800,"Yes","No",500,"Delivery","Bellandur","Dessert","Cafe"
"3491",3.7,200,"No","No",25,"Delivery","Bellandur","Indian","Quick Bites"
"3492",3.2,300,"No","No",7,"Delivery","Bellandur","Indian","Delivery"
"3493",3.3,500,"No","No",6,"Delivery","Bellandur","European","Food Court"
"3494",3.2,500,"No","No",6,"Delivery","Bellandur","Indian","Quick Bites"
"3495",3,150,"No","No",21,"Delivery","Bellandur","Fast Food","Quick Bites"
"3496",3.4,350,"No","No",7,"Delivery","Bellandur","Indian","Mess"
"3497",3.3,600,"No","No",5,"Delivery","Bellandur","Indian","Delivery"
"3498",3.8,350,"No","No",21,"Delivery","Bellandur","Indian","Delivery"
"3499",2.9,400,"No","No",78,"Delivery","Bellandur","Fast Food","Quick Bites"
"3500",3.5,600,"No","No",10,"Delivery","Bellandur","Asian","Casual Dining"
"3501",3.1,700,"No","No",5,"Delivery","Bellandur","Indian","Delivery"
"3502",3.5,500,"Yes","No",435,"Delivery","Bellandur","Indian","Delivery"
"3503",3.4,200,"No","No",7,"Delivery","Bellandur","Fast Food","Quick Bites"
"3504",3.2,500,"No","No",4,"Delivery","Bellandur","Indian","Delivery"
"3505",3.1,300,"No","No",9,"Delivery","Bellandur","Indian","Quick Bites"
"3506",3,800,"No","No",155,"Delivery","Bellandur","Indian","Casual Dining"
"3507",3,400,"No","No",13,"Delivery","Bellandur","Indian","Casual Dining"
"3508",2.8,400,"No","No",116,"Delivery","Bellandur","Indian","Food Court"
"3509",3,400,"No","No",26,"Delivery","Bellandur","Indian","Quick Bites"
"3510",3.6,200,"No","No",31,"Delivery","Bellandur","Dessert","Bakery"
"3511",3.1,400,"No","No",5,"Delivery","Bellandur","Indian","Quick Bites"
"3512",3.7,400,"No","No",19,"Delivery","Bellandur","Dessert","Bakery"
"3513",3.2,400,"No","No",6,"Delivery","Bellandur","Indian","Food Court"
"3514",3.2,550,"No","No",59,"Delivery","Bellandur","Indian","Casual Dining"
"3515",3.8,550,"No","No",114,"Delivery","Bellandur","Dessert","Cafe"
"3516",3.8,150,"No","No",63,"Delivery","Bellandur","Indian","Delivery"
"3517",3.6,450,"Yes","No",151,"Delivery","Bellandur","Bar Food","Delivery"
"3518",3.1,600,"Yes","No",11,"Delivery","Bellandur","Indian","Delivery"
"3519",3.1,250,"No","No",14,"Delivery","Bellandur","Fast Food","Delivery"
"3520",3.8,650,"Yes","No",35,"Delivery","Bellandur","Dessert","Cafe"
"3521",2.9,600,"Yes","No",22,"Delivery","Bellandur","Indian","Casual Dining"
"3522",4,500,"Yes","No",353,"Delivery","Bellandur","Indian","Delivery"
"3523",2.5,600,"Yes","No",52,"Delivery","Bellandur","Bar Food","Delivery"
"3524",3.2,600,"Yes","No",4,"Delivery","Bellandur","Fast Food","Casual Dining"
"3525",3.1,650,"Yes","No",100,"Delivery","Bellandur","Dessert","Cafe"
"3526",3.8,350,"No","No",28,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3527",3.9,300,"No","No",177,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3528",3.2,500,"No","No",4,"Delivery","Bellandur","Fast Food","Delivery"
"3529",3.3,200,"No","No",4,"Delivery","Bellandur","Dessert","Beverage Shop"
"3530",3.8,250,"Yes","No",14,"Delivery","Bellandur","Asian","Quick Bites"
"3531",3.1,600,"Yes","No",4,"Delivery","Bellandur","Indian","Casual Dining"
"3532",3.7,600,"Yes","No",5,"Delivery","Bellandur","Asian","Delivery"
"3533",3.5,400,"Yes","No",11,"Delivery","Bellandur","Indian","Delivery"
"3534",3.8,300,"Yes","No",22,"Delivery","Bellandur","American","Delivery"
"3535",3.7,900,"Yes","No",11,"Delivery","Bellandur","Indian","Casual Dining"
"3536",3,500,"Yes","No",12,"Delivery","Bellandur","Indian","Casual Dining"
"3537",3.9,750,"Yes","Yes",218,"Delivery","Bellandur","Indian","Casual Dining"
"3538",3.2,300,"Yes","No",4,"Delivery","Bellandur","Indian","Quick Bites"
"3539",4.3,1500,"No","Yes",1585,"Delivery","Bellandur","Fast Food","Casual Dining"
"3540",4.1,600,"Yes","No",111,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3541",3.8,300,"Yes","No",80,"Delivery","Bellandur","Indian","Quick Bites"
"3542",3.8,400,"Yes","No",23,"Delivery","Bellandur","Indian","Quick Bites"
"3543",3.7,300,"Yes","No",122,"Delivery","Bellandur","Indian","Quick Bites"
"3544",4,100,"Yes","No",92,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3545",3.7,300,"Yes","No",23,"Delivery","Bellandur","Fast Food","Bakery"
"3546",3.2,300,"Yes","No",9,"Delivery","Bellandur","Indian","Delivery"
"3547",3.2,250,"Yes","No",7,"Delivery","Bellandur","Fast Food","Quick Bites"
"3548",3.7,150,"Yes","No",40,"Delivery","Bellandur","Fast Food","Quick Bites"
"3549",4.2,400,"No","No",267,"Delivery","Bellandur","Indian","Quick Bites"
"3550",4,1000,"No","Yes",119,"Delivery","Bellandur","Indian","Casual Dining"
"3551",3.8,600,"No","No",111,"Delivery","Bellandur","Indian","Casual Dining"
"3552",3,700,"No","No",197,"Delivery","Bellandur","Indian","Casual Dining"
"3553",3.5,350,"No","No",8,"Delivery","Bellandur","Middle Eastern","Food Court"
"3554",3.9,200,"No","No",22,"Delivery","Bellandur","Fast Food","Quick Bites"
"3555",3.4,400,"No","No",7,"Delivery","Bellandur","Indian","Delivery"
"3556",3.5,400,"No","No",17,"Delivery","Bellandur","Indian","Mess"
"3557",3.6,650,"No","Yes",32,"Delivery","Bellandur","Indian","Casual Dining"
"3558",3.5,250,"No","No",68,"Delivery","Bellandur","Indian","Quick Bites"
"3559",3.8,800,"No","No",33,"Delivery","Bellandur","Dessert","Bakery"
"3560",3.6,300,"No","No",23,"Delivery","Bellandur","Indian","Beverage Shop"
"3561",3.6,300,"No","No",14,"Delivery","Bellandur","Indian","Delivery"
"3562",3.1,500,"No","No",5,"Delivery","Bellandur","Indian","Quick Bites"
"3563",3.6,300,"No","No",10,"Delivery","Bellandur","Dessert","Bakery"
"3564",3.4,200,"No","No",5,"Delivery","Bellandur","Dessert","Dessert Parlor"
"3565",2.9,800,"No","No",108,"Delivery","Bellandur","Indian","Casual Dining"
"3566",3.4,300,"No","No",10,"Delivery","Bellandur","Asian","Delivery"
"3567",3.4,350,"Yes","No",11,"Delivery","Bellandur","Dessert","Delivery"
"3568",3.5,300,"No","No",132,"Delivery","Bellandur","Asian","Quick Bites"
"3569",3.2,1000,"Yes","No",34,"Delivery","Bellandur","Indian","Misc"
"3570",3.6,200,"No","No",5,"Delivery","Bellandur","Fast Food","Quick Bites"
"3571",3.4,200,"Yes","No",20,"Delivery","Bellandur","Indian","Quick Bites"
"3572",3.8,600,"Yes","No",117,"Delivery","Bellandur","American","Delivery"
"3573",3.1,500,"Yes","No",9,"Delivery","Bellandur","Dessert","Delivery"
"3574",2.8,800,"Yes","No",23,"Delivery","Bellandur","Asian","Casual Dining"
"3575",3.1,300,"Yes","No",19,"Delivery","Bellandur","Indian","Quick Bites"
"3576",3.1,250,"Yes","No",6,"Delivery","Bellandur","Indian","Quick Bites"
"3577",3.5,600,"Yes","No",19,"Delivery","Bellandur","Indian","Casual Dining"
"3578",3.4,400,"Yes","No",10,"Delivery","Bellandur","Indian","Delivery"
"3579",3.1,250,"Yes","No",69,"Delivery","Bellandur","Indian","Delivery"
"3580",3.7,500,"Yes","No",39,"Delivery","Bellandur","Dessert","Beverage Shop"
"3581",3.3,350,"Yes","No",10,"Delivery","Bellandur","Indian","Quick Bites"
"3582",4.3,500,"Yes","No",490,"Desserts","Bellandur","Dessert","Bakery"
"3583",4,300,"Yes","No",175,"Desserts","Bellandur","Dessert","Bakery"
"3584",3.4,300,"Yes","No",6,"Desserts","Bellandur","Dessert","Bakery"
"3585",4,400,"Yes","No",152,"Desserts","Bellandur","Indian","Sweet Shop"
"3586",4.4,500,"Yes","No",632,"Desserts","Bellandur","Indian","Delivery"
"3587",4.1,200,"No","No",83,"Desserts","Bellandur","Dessert","Dessert Parlor"
"3588",3.9,500,"Yes","No",1233,"Desserts","Bellandur","Indian","Casual Dining"
"3589",3.7,500,"No","No",20,"Desserts","Bellandur","Dessert","Bakery"
"3590",3.6,400,"Yes","No",18,"Desserts","Bellandur","Dessert","Beverage Shop"
"3591",4.2,400,"Yes","No",213,"Desserts","Bellandur","Bar Food","Dessert Parlor"
"3592",3.8,650,"Yes","No",35,"Desserts","Bellandur","Dessert","Cafe"
"3593",2.9,250,"Yes","No",163,"Desserts","Bellandur","Indian","Quick Bites"
"3594",3.6,600,"Yes","No",136,"Desserts","Bellandur","Fast Food","Bakery"
"3595",3.9,500,"Yes","No",75,"Desserts","Bellandur","Dessert","Bakery"
"3596",3,500,"No","No",88,"Desserts","Bellandur","Indian","Misc"
"3597",4.1,600,"Yes","No",111,"Desserts","Bellandur","Dessert","Dessert Parlor"
"3598",3.6,300,"Yes","No",11,"Desserts","Bellandur","Dessert","Bakery"
"3599",3.7,600,"No","No",128,"Desserts","Bellandur","Fast Food","Bakery"
"3600",3.7,900,"Yes","No",44,"Desserts","Bellandur","Dessert","Dessert Parlor"
"3601",3.2,300,"No","No",9,"Desserts","Bellandur","Dessert","Beverage Shop"
